latitude,longitude,coordinates,MCDELIVERY_URL,shortDescription,longDescription,todayHours,driveTodayHours,id,addressLine1,addressLine3,addressLine4,subDivision,postcode,customAddress,telephone,openstatus,identifierValue,timeZone,filterType,rest_hoursMonday,rest_hoursTuesday,rest_hoursWednesday,rest_hoursThursday,rest_hoursFriday,rest_hoursSaturday,rest_hoursSunday,drive_driveHoursMonday,drive_driveHoursTuesday,drive_driveHoursWednesday,drive_driveHoursThursday,drive_driveHoursFriday,drive_driveHoursSaturday,drive_driveHoursSunday,ident_NATLSTRNUMBER,ident_Entity,ident_Region_ID,ident_Co_Op,ident_Co_Op_ID,ident_Co_Op_Name,ident_TV_Market_ID,ident_TV_Market_Name
39.885781,-104.994653,"[-104.994653, 39.885781]",https://www.ubereats.com/store/mcdonalds-denver-w-104th/yMg9fLHUS8mZwNcAuRvb7Q,DENVER-W 104TH,DENVER-W 104TH,05:00 - 23:00,04:00 - 00:00,195500229560:en-US,599 W 104th Ave,Northglenn,United States,CO,80234,"Northglenn, CO 80234",(303) 452-8894,OPEN,422,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,04:00 - 00:00,04:00 - 00:00,04:00 - 00:00,04:00 - 00:00,00:00 - 00:00,00:00 - 00:00,04:00 - 00:00,422,4536,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.51755,-104.764227,"[-104.764227, 39.51755]",https://www.ubereats.com/store/mcdonalds-parker-sparker/syHDA1iOTAqc03vHPDKuxw,PARKER,PARKER-S.PARKER,05:00 - 23:00,00:00 - 00:00,195500230337:en-US,10950 S Parker Rd,Parker,United States,CO,80134-7440,"Parker, CO 80134-7440",(303) 841-8214,OPEN,7462,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,7462,4679,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.831251,-105.024407,"[-105.024407, 39.831251]",https://www.ubereats.com/store/mcdonalds-74th-%26-federal/iSesgSwpQ2aqkf02dz29Ug,WESTMINSTER-FEDR,74TH & FEDERAL,05:00 - 00:00,04:00 - 00:00,195500230184:en-US,7400 Federal Blvd,Westminster,United States,CO,80030-4905,"Westminster, CO 80030-4905",(303) 600-8721,OPEN,6444,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,04:00 - 00:00,04:00 - 00:00,04:00 - 00:00,04:00 - 00:00,04:00 - 01:00,04:00 - 01:00,04:00 - 00:00,6444,4652,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.560137,-104.905424,"[-104.905424, 39.560137]",https://www.ubereats.com/store/mcdonalds-quebec-%26-corp-ct/PFPRM6p5SFy8P53yg1RAoQ,QUEBEC & CORP CT,QUEBEC & CORP CT,05:00 - 00:00,05:00 - 00:00,195500230993:en-US,8667 S Quebec St,Highlands Ranch,United States,CO,80126,"Highlands Ranch, CO 80126",(303) 470-9299,OPEN,18783,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,18783,4864,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.91461,-104.97965,"[-104.97965, 39.91461]",https://www.ubereats.com/store/mcdonalds-thornton-co-120th-%26-washington/63c7dojeTlukUWjY9-HkCA,120TH & WASHINGT,"THORNTON, CO-120TH & WASHINGTON",05:00 - 23:00,00:00 - 00:00,195500334233:en-US,611 E 120th Ave,Thornton,United States,CO,80241,"Thornton, CO 80241",(720) 872-0121,OPEN,24992,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,24992,126912,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.740108,-105.039751,"[-105.039751, 39.740108]",https://www.ubereats.com/store/mcdonalds-den-w-colfax/_h7fkuaZQKiyZjfZdY8m2g,DEN-W. COLFAX,DEN-W. COLFAX,06:00 - 21:00,00:00 - 00:00,195500229799:en-US,4020 W Colfax,Denver,United States,CO,80204-1462,"Denver, CO 80204-1462",(303) 825-3558,OPEN,4032,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,06:00 - 21:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,4032,4574,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.681991,-105.025599,"[-105.025599, 39.681991]",https://www.ubereats.com/store/mcdonalds-den-brentwood/jqDIE49wQuiQB7NIEttiOg,DEN-BRENTWOOD,DEN-BRENTWOOD,00:00 - 00:00,00:00 - 00:00,195500229515:en-US,1905 S Federal Blvd,Denver,United States,CO,80219-5509,"Denver, CO 80219-5509",(303) 934-6836,OPEN,232,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,232,4522,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.56694,-104.923642,"[-104.923642, 39.56694]",https://www.ubereats.com/store/mcdonalds-cty-line-%26-holly/_hmGDlDGTQ-yMj2nhVLMxg,LITTLETN-S.HOLLY,CTY LINE & HOLLY,05:00 - 23:00,05:00 - 23:00,195500230092:en-US,8241 S Holly,Littleton,United States,CO,80122-4003,"Littleton, CO 80122-4003",(303) 740-8565,OPEN,6855,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,6855,4631,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.86314,-105.024602,"[-105.024602, 39.86314]",https://www.ubereats.com/store/mcdonalds-federal-hghts-96/OYwd5cNDRk2ofdFjVG9xOA,FEDERAL HGTS-96,FEDERAL HGHTS-96,05:00 - 23:00,04:00 - 00:00,195500230078:en-US,9190 North Federal Blvd,Federal Heights,United States,CO,80221-5835,"Federal Heights, CO 80221-5835",(303) 426-1535,OPEN,5818,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,04:00 - 00:00,04:00 - 00:00,04:00 - 00:00,04:00 - 00:00,00:00 - 00:00,00:00 - 00:00,04:00 - 00:00,5818,4627,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.538561,-104.88492,"[-104.88492, 39.538561]",https://www.ubereats.com/store/mcdonalds-lincoln-yosemite/kqSXMQKqSqKJ6gxtpdLRew,LINCOLN/YOSEMITE,LINCOLN/YOSEMITE,05:00 - 00:00,05:00 - 00:00,195500231112:en-US,9800 S Yosemite,Lone Tree,United States,CO,80124,"Lone Tree, CO 80124",(303) 925-0690,OPEN,21390,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,21390,4900,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.744367,-105.053779,"[-105.053779, 39.744367]",https://www.ubereats.com/store/mcdonalds-edgewater-17th/7d_0XttdQk23uu5fTY5rnA,EDGEWATER/17TH,EDGEWATER/17TH,05:00 - 22:00,00:00 - 00:00,195500230566:en-US,1701 Sheridan Blvd,Edgewater,United States,CO,80214-1323,"Edgewater, CO 80214-1323",(303) 237-1070,OPEN,11370,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'OUTDOORPLAYGROUND', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,11370,4741,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.884732,-105.02139,"[-105.02139, 39.884732]",https://www.ubereats.com/store/mcdonalds-fed-hghts-co-104th-%26-eliot/7rxlz0ydQxK6X7V5XEPgGg,FEDERAL HE,"FED HGHTS, CO-104TH & ELIOT",05:00 - 23:00,05:00 - 00:00,195500339498:en-US,2750 W 104th Ave,Federal Heights,United States,CO,80234,"Federal Heights, CO 80234",(720) 889-2291,OPEN,26110,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,26110,141029,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.723865,-105.052981,"[-105.052981, 39.723865]",,DEN SHERIDAN 5TH,"SHERIDAN AND 5TH-DENVER, CO",04:00 - 23:00,00:00 - 00:00,195500048710:en-US,496 N. Sheridan Boulevard,Denver,United States,CO,80204,"Denver, CO 80204",(720) 696-7970,OPEN,40497,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS']",04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,40497,230384,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.651268,-105.026156,"[-105.026156, 39.651268]",https://www.ubereats.com/store/mcdonalds-sheridan-federal-%26-hampden/pxRsuBXsR1S-kg9fLQ3YUg,SHERIDAN-FEDERAL,SHERIDAN-FEDERAL & HAMPDEN,05:00 - 00:00,05:00 - 00:00,195500230276:en-US,3601 S Federal,Englewood,United States,CO,80110-3212,"Englewood, CO 80110-3212",(303) 781-4097,OPEN,7070,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,7070,4668,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.602029,-104.987548,"[-104.987548, 39.602029]",https://www.ubereats.com/store/mcdonalds-littleton-broadw/kbCmoh_3TM6pNjvROFTLJQ,LITTLETON-BROADW,LITTLETON-BROADW,04:00 - 22:00,04:00 - 23:00,195500230085:en-US,6300 S Broadway,Littleton,United States,CO,80120,"Littleton, CO 80120",(303) 794-6714,OPEN,5819,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",04:00 - 22:00,04:00 - 22:00,04:00 - 22:00,04:00 - 22:00,04:00 - 22:00,04:00 - 22:00,04:00 - 22:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 00:00,04:00 - 00:00,04:00 - 23:00,5819,4629,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.827692,-105.052699,"[-105.052699, 39.827692]",https://www.ubereats.com/store/mcdonalds-72nd-%26-sheridan/FhulcsjfR6qj51EmprCyPQ,72ND & SHERIDAN,72ND & SHERIDAN,05:00 - 00:00,05:00 - 23:00,195500230580:en-US,5155 W 72nd,Westminster,United States,CO,80030-5137,"Westminster, CO 80030-5137",(303) 428-7491,OPEN,11866,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,11866,4750,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.942644,-104.984211,"[-104.984211, 39.942644]",https://www.ubereats.com/store/mcdonalds-150-e-136th-ave/uejSSKhXWiOqb5f6Fg6t7Q,136TH AVE/I-25,"136TH AVE AND I-25-THORNTON, CO",05:00 - 23:00,00:00 - 00:00,195500874791:en-US,150 E. 136th Ave.,Thornton,United States,CO,80241,"Thornton, CO 80241",(303) 524-9423,OPEN,39651,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,39651,222251,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.623536,-105.021228,"[-105.021228, 39.623536]",https://www.ubereats.com/store/mcdonalds-ltn-co-belleview-%26-prince/MmMfchAeTpmhFz493NOFnw,LITTLETON,"LTN, CO-BELLEVIEW & PRINCE",05:00 - 22:00,05:00 - 23:00,195500337012:en-US,2700 W Belleview,Littleton,United States,CO,80120,"Littleton, CO 80120",(720) 283-3039,OPEN,25575,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,25575,133297,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.494458,-104.801627,"[-104.801627, 39.494458]",https://www.ubereats.com/store/mcdonalds-12201-sliceroo-drive/2-3P09uIVASsWhMcRlzwgg,CHAMBERS & HESS,CHAMBERS & HESS,05:00 - 23:00,00:00 - 00:00,195500988269:en-US,12201 Sliceroo Drive,Parker,United States,CO,80134,"Parker, CO 80134",(720) 920-9074,OPEN,39752,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,39752,221458,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.856008,-105.059979,"[-105.059979, 39.856008]",https://www.ubereats.com/store/mcdonalds-88th-%26-sheridan/CYV7MgbmTeag0u_Vx3h9XA,WESTMINSTER/88TH,88TH & SHERIDAN,05:00 - 22:00,05:00 - 00:00,195500230450:en-US,5770 W 88th Ave,Westminster,United States,CO,80030-3030,"Westminster, CO 80030-3030",(303) 428-5330,OPEN,10525,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,10525,4711,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.929029,-105.012844,"[-105.012844, 39.929029]",https://www.ubereats.com/store/mcdonalds-westminster-co-128th-%26-zuni/roySJ-k-R1OmQotWO3acrQ,128TH & ZUNI,"WESTMINSTER, CO-128TH & ZUNI",05:00 - 23:00,05:00 - 00:00,195500333816:en-US,2171 W 128th Ave,Westminster,United States,CO,80234,"Westminster, CO 80234",(303) 450-7500,OPEN,24890,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,24890,125747,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.711543,-105.072598,"[-105.072598, 39.711543]",https://www.ubereats.com/store/mcdonalds-belmar/Hj2ctk1iSVWCqk38uXFy0g,LAKEWD-W ALAMEDA,BELMAR,05:00 - 02:00,05:00 - 02:00,195500230306:en-US,6801 West Alameda,Lakewood,United States,CO,80226-3301,"Lakewood, CO 80226-3301",(303) 237-9690,OPEN,7299,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,7299,4673,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.610991,-105.020653,"[-105.020653, 39.610991]",https://www.ubereats.com/store/mcdonalds-santa-fe-%26-church/roqMAF4CQ-eimXSwzqzAhA,DEN-SANTA FE,SANTA FE & CHURCH,05:00 - 22:00,05:00 - 23:00,195500230030:en-US,5858 S Santa Fe,Littleton,United States,CO,80120,"Littleton, CO 80120",(303) 795-5649,OPEN,6389,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 22:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,6389,4621,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
39.771843,-105.081006,"[-105.081006, 39.771843]",https://www.ubereats.com/store/mcdonalds-38th-%26-wadsworth/pHm44BygQZW26bpBDY6Sig,38TH & WADSWORTH,38TH & WADSWORTH,05:00 - 00:00,05:00 - 02:00,195500230832:en-US,3902 Wadsworth Blvd,Wheat Ridge,United States,CO,80033,"Wheat Ridge, CO 80033",(303) 421-5250,OPEN,16910,(GMT-07:00) Mountain Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,05:00 - 02:00,16910,4828,64,DENVER FIELD OFFICE,209,DENVER CO SPRINGS BILLINGS GREAT FALLS RAPID CITY,12560,"DENVER, CO."
